event_id,user_id,event_date,channel,device,funnel_stage,product_category,spent_time_seconds,action_outcome
383,47601,2023-02-28,Email,Tablet,Product View,Fashion,182,progress
384,71487,2023-01-29,Website,Desktop,Confirmation,Electronics,7,purchase
385,43544,2023-01-14,Mobile App,Tablet,Landing Page,Toys,124,progress
386,89807,2023-02-03,Email,Desktop,Landing Page,Home,72,progress
387,41147,2023-01-20,Website,Desktop,Landing Page,Fashion,109,progress
388,65027,2023-02-10,Email,Desktop,Landing Page,Electronics,33,drop_off
389,75513,2023-02-08,Website,Tablet,Confirmation,Sports,174,purchase
390,85372,2023-01-16,Mobile App,Mobile,Add to Cart,Beauty,265,drop_off
391,10205,2023-02-09,Social Media,Desktop,Landing Page,Sports,128,progress
392,64600,2023-01-12,Website,Tablet,Landing Page,Home,180,progress
393,18870,2023-02-03,Website,Mobile,Landing Page,Beauty,180,progress
394,15706,2023-02-10,Email,Mobile,Landing Page,Home,85,progress
395,12128,2023-01-23,Website,Mobile,Payment,Fashion,119,purchase
396,96127,2023-02-10,Website,Tablet,Landing Page,Toys,44,progress
397,53583,2023-01-09,Website,Mobile,Landing Page,Sports,266,progress
398,54374,2023-02-22,Mobile App,Tablet,Payment,Beauty,96,purchase
399,72722,2023-02-10,Mobile App,Desktop,Payment,Electronics,173,drop_off
400,69988,2023-01-03,Social Media,Desktop,Landing Page,Electronics,185,progress
401,36144,2023-02-26,Website,Mobile,Add to Cart,Home,192,progress
402,77552,2023-01-26,Email,Mobile,Payment,Electronics,253,progress
403,94790,2023-01-13,Social Media,Mobile,Checkout,Electronics,164,progress
404,95948,2023-01-22,Social Media,Desktop,Add to Cart,Home,86,drop_off
405,67272,2023-02-26,Email,Tablet,Checkout,Beauty,16,progress
406,60678,2023-01-22,Mobile App,Mobile,Landing Page,Toys,50,progress
407,75211,2023-01-24,Social Media,Desktop,Product View,Toys,227,progress
408,65640,2023-01-06,Email,Tablet,Landing Page,Fashion,167,progress
409,81496,2023-01-19,Social Media,Desktop,Landing Page,Electronics,78,progress
410,52981,2023-02-12,Social Media,Mobile,Checkout,Beauty,64,progress
411,88986,2023-02-15,Email,Desktop,Checkout,Toys,282,purchase
412,68183,2023-01-23,Email,Desktop,Add to Cart,Toys,246,purchase
413,56210,2023-02-09,Email,Mobile,Landing Page,Toys,16,progress
414,17518,2023-01-05,Email,Mobile,Product View,Sports,197,progress
415,99051,2023-01-11,Website,Desktop,Landing Page,Sports,214,drop_off
416,98878,2023-02-20,Email,Desktop,Confirmation,Fashion,289,drop_off
417,18812,2023-01-16,Social Media,Mobile,Add to Cart,Beauty,11,progress
418,84349,2023-01-03,Mobile App,Tablet,Checkout,Beauty,83,drop_off
419,58623,2023-01-24,Email,Desktop,Landing Page,Sports,30,progress
420,28047,2023-02-03,Social Media,Mobile,Product View,Home,8,progress
421,95139,2023-01-18,Mobile App,Desktop,Product View,Electronics,43,progress
422,34385,2023-02-01,Email,Tablet,Checkout,Electronics,79,progress
423,44311,2023-02-19,Social Media,Tablet,Landing Page,Beauty,88,progress
424,38124,2023-02-09,Social Media,Tablet,Landing Page,Beauty,240,progress
425,36237,2023-01-08,Mobile App,Desktop,Add to Cart,Beauty,88,progress
426,32630,2023-02-27,Email,Desktop,Landing Page,Toys,261,progress
427,51889,2023-02-12,Social Media,Tablet,Add to Cart,Electronics,166,progress
428,82089,2023-02-04,Social Media,Mobile,Landing Page,Fashion,285,progress
429,93584,2023-01-12,Social Media,Tablet,Product View,Fashion,212,progress
430,25907,2023-01-13,Mobile App,Desktop,Landing Page,Beauty,149,progress
431,13445,2023-01-24,Social Media,Mobile,Landing Page,Sports,31,drop_off
432,27009,2023-02-09,Website,Desktop,Checkout,Home,185,purchase
433,62187,2023-02-15,Email,Tablet,Confirmation,Beauty,50,drop_off
434,63665,2023-02-22,Website,Desktop,Landing Page,Home,277,progress
435,94192,2023-01-05,Email,Mobile,Landing Page,Toys,13,progress
436,77811,2023-01-23,Mobile App,Tablet,Product View,Toys,218,progress
437,87042,2023-01-12,Mobile App,Mobile,Landing Page,Sports,76,progress
438,17263,2023-02-23,Website,Tablet,Product View,Fashion,76,progress
439,49862,2023-01-11,Mobile App,Mobile,Add to Cart,Toys,99,drop_off
440,39552,2023-01-23,Social Media,Desktop,Add to Cart,Home,221,drop_off
441,35729,2023-02-10,Social Media,Desktop,Checkout,Toys,271,progress
442,49691,2023-02-09,Website,Tablet,Landing Page,Toys,80,purchase
443,32103,2023-02-07,Mobile App,Desktop,Landing Page,Toys,84,progress
444,91851,2023-02-16,Social Media,Tablet,Landing Page,Electronics,165,progress
445,13718,2023-01-06,Website,Tablet,Landing Page,Sports,6,progress
446,44688,2023-02-11,Mobile App,Tablet,Payment,Beauty,81,progress
447,91016,2023-02-10,Website,Mobile,Product View,Toys,198,purchase
448,81509,2023-01-19,Social Media,Mobile,Landing Page,Fashion,126,drop_off
449,99783,2023-01-26,Social Media,Mobile,Landing Page,Electronics,127,progress
450,17852,2023-01-11,Email,Mobile,Payment,Beauty,227,purchase
451,70875,2023-01-14,Social Media,Tablet,Add to Cart,Fashion,268,purchase
452,50970,2023-02-25,Social Media,Tablet,Add to Cart,Home,88,progress
453,62260,2023-01-09,Social Media,Tablet,Checkout,Sports,11,drop_off
454,23917,2023-01-21,Mobile App,Mobile,Product View,Electronics,26,progress
455,45058,2023-01-29,Mobile App,Desktop,Add to Cart,Electronics,192,drop_off
456,16632,2023-01-19,Email,Tablet,Landing Page,Beauty,16,progress
457,42541,2023-02-25,Mobile App,Mobile,Landing Page,Sports,247,progress
458,50988,2023-01-13,Mobile App,Mobile,Confirmation,Sports,177,progress
459,71186,2023-02-01,Social Media,Mobile,Checkout,Electronics,187,progress
460,21802,2023-01-26,Email,Desktop,Landing Page,Fashion,215,progress
461,86460,2023-01-23,Website,Desktop,Confirmation,Home,63,purchase
462,74866,2023-02-08,Email,Mobile,Landing Page,Sports,39,progress
463,11071,2023-02-24,Website,Mobile,Product View,Fashion,211,progress
464,44664,2023-02-16,Social Media,Mobile,Product View,Home,217,progress
465,15930,2023-01-26,Website,Tablet,Add to Cart,Sports,297,progress
466,35513,2023-01-24,Social Media,Desktop,Product View,Beauty,24,progress
467,76093,2023-01-29,Social Media,Tablet,Product View,Toys,100,progress
468,90090,2023-01-08,Mobile App,Desktop,Landing Page,Beauty,232,drop_off
469,58915,2023-02-20,Social Media,Tablet,Payment,Home,266,purchase
470,28909,2023-01-13,Email,Tablet,Confirmation,Electronics,190,purchase
471,15938,2023-01-03,Mobile App,Tablet,Landing Page,Home,241,progress
472,72094,2023-02-03,Email,Desktop,Checkout,Sports,229,progress
473,77568,2023-01-09,Social Media,Tablet,Add to Cart,Home,244,drop_off
474,31299,2023-01-26,Social Media,Tablet,Add to Cart,Home,18,purchase
475,76494,2023-02-23,Email,Tablet,Landing Page,Sports,45,progress
476,49294,2023-01-31,Website,Mobile,Payment,Home,115,purchase
477,98317,2023-01-08,Email,Tablet,Product View,Home,88,progress
478,92478,2023-01-02,Email,Mobile,Landing Page,Toys,32,progress
479,85821,2023-02-06,Mobile App,Tablet,Add to Cart,Electronics,168,purchase
480,86483,2023-01-31,Mobile App,Tablet,Product View,Toys,14,progress
481,91230,2023-02-19,Email,Desktop,Landing Page,Toys,97,progress
482,41745,2023-01-03,Website,Desktop,Checkout,Electronics,261,progress
483,67807,2023-01-21,Email,Desktop,Product View,Beauty,5,progress
484,36724,2023-01-27,Email,Tablet,Product View,Toys,288,progress
485,18163,2023-02-15,Mobile App,Tablet,Add to Cart,Fashion,208,progress
486,83516,2023-01-21,Email,Tablet,Checkout,Beauty,48,progress
487,51124,2023-01-12,Email,Tablet,Payment,Home,112,purchase
488,81601,2023-01-23,Social Media,Tablet,Landing Page,Beauty,134,progress
489,35200,2023-01-16,Social Media,Tablet,Landing Page,Home,286,progress
490,39473,2023-01-20,Social Media,Tablet,Landing Page,Fashion,202,progress
491,74094,2023-01-21,Email,Mobile,Landing Page,Sports,165,progress
492,45842,2023-01-19,Website,Tablet,Landing Page,Toys,280,purchase
493,81197,2023-01-25,Email,Mobile,Confirmation,Fashion,130,purchase
494,48070,2023-01-03,Social Media,Tablet,Add to Cart,Electronics,189,drop_off
495,55398,2023-01-29,Social Media,Tablet,Landing Page,Beauty,182,progress
496,38047,2023-01-13,Social Media,Tablet,Product View,Toys,155,progress
497,45601,2023-01-09,Website,Tablet,Landing Page,Toys,238,progress
498,86917,2023-01-16,Mobile App,Desktop,Landing Page,Toys,133,progress
499,79604,2023-01-15,Mobile App,Desktop,Landing Page,Electronics,9,purchase
500,64172,2023-01-22,Email,Desktop,Landing Page,Toys,197,drop_off
501,28018,2023-01-01,Mobile App,Mobile,Payment,Toys,118,progress
502,72350,2023-01-31,Mobile App,Mobile,Checkout,Home,236,drop_off
503,47409,2023-02-11,Website,Desktop,Landing Page,Toys,293,progress
504,85252,2023-01-15,Website,Desktop,Payment,Beauty,146,drop_off
505,33040,2023-02-28,Website,Mobile,Add to Cart,Beauty,94,progress
506,34420,2023-02-17,Social Media,Desktop,Landing Page,Electronics,196,progress
507,49110,2023-02-06,Website,Mobile,Confirmation,Home,173,purchase
508,69552,2023-02-11,Email,Desktop,Checkout,Sports,249,drop_off
509,71344,2023-01-18,Mobile App,Desktop,Add to Cart,Home,102,progress
510,31298,2023-02-16,Email,Tablet,Landing Page,Home,106,progress
511,34405,2023-01-01,Social Media,Mobile,Payment,Sports,283,drop_off
512,98395,2023-02-18,Mobile App,Desktop,Checkout,Sports,93,progress
513,93719,2023-02-27,Email,Mobile,Add to Cart,Sports,203,drop_off
514,52982,2023-01-06,Email,Tablet,Product View,Electronics,97,progress
515,34219,2023-01-09,Email,Mobile,Landing Page,Fashion,295,progress
516,10895,2023-01-17,Email,Desktop,Landing Page,Beauty,114,progress
517,44995,2023-01-22,Social Media,Tablet,Checkout,Toys,269,progress
518,85088,2023-01-01,Social Media,Tablet,Payment,Home,121,purchase
519,40972,2023-01-04,Website,Mobile,Landing Page,Home,137,progress
520,30934,2023-01-26,Social Media,Tablet,Product View,Electronics,232,progress
521,93717,2023-02-28,Social Media,Mobile,Checkout,Sports,25,progress
522,38947,2023-01-15,Mobile App,Mobile,Landing Page,Fashion,121,drop_off
523,69634,2023-02-17,Social Media,Mobile,Landing Page,Toys,207,progress
524,81989,2023-02-28,Email,Tablet,Landing Page,Toys,145,progress
525,38627,2023-02-18,Mobile App,Tablet,Landing Page,Sports,56,progress
526,20730,2023-02-03,Email,Tablet,Payment,Toys,160,purchase
527,57419,2023-01-05,Website,Desktop,Landing Page,Sports,162,progress
528,76255,2023-01-13,Mobile App,Desktop,Landing Page,Home,136,drop_off
529,78202,2023-01-29,Website,Tablet,Product View,Fashion,267,progress
530,86434,2023-02-01,Website,Tablet,Landing Page,Beauty,163,progress
531,17292,2023-01-30,Mobile App,Tablet,Landing Page,Beauty,40,progress
532,69873,2023-02-06,Website,Tablet,Landing Page,Beauty,176,progress
533,98181,2023-02-21,Social Media,Tablet,Add to Cart,Electronics,145,drop_off
534,61897,2023-01-17,Website,Tablet,Checkout,Fashion,218,drop_off
535,85800,2023-01-05,Website,Mobile,Checkout,Home,275,drop_off
536,18357,2023-02-04,Website,Desktop,Product View,Beauty,129,drop_off
537,14159,2023-01-19,Email,Desktop,Checkout,Fashion,53,progress
538,94085,2023-02-16,Email,Mobile,Checkout,Beauty,54,drop_off
539,68790,2023-02-25,Email,Mobile,Payment,Electronics,171,purchase
540,99486,2023-02-12,Mobile App,Tablet,Landing Page,Home,168,progress
541,25549,2023-01-12,Email,Tablet,Product View,Fashion,73,progress
542,39188,2023-02-23,Website,Desktop,Add to Cart,Home,230,progress
543,70686,2023-02-13,Email,Tablet,Product View,Beauty,154,progress
544,40102,2023-01-16,Email,Mobile,Add to Cart,Fashion,164,drop_off
545,46129,2023-01-13,Website,Desktop,Landing Page,Toys,81,progress
546,64950,2023-02-09,Website,Desktop,Product View,Fashion,262,progress
547,18819,2023-01-07,Website,Mobile,Product View,Sports,150,progress
548,98083,2023-02-15,Website,Desktop,Product View,Toys,171,progress
549,15798,2023-01-26,Email,Desktop,Landing Page,Sports,284,progress
550,38477,2023-02-18,Website,Desktop,Landing Page,Sports,222,progress
551,47914,2023-01-15,Social Media,Tablet,Payment,Sports,113,progress
552,98150,2023-02-22,Social Media,Desktop,Landing Page,Home,168,progress
553,28777,2023-02-12,Mobile App,Mobile,Landing Page,Home,74,progress
554,46064,2023-01-04,Mobile App,Tablet,Landing Page,Toys,53,drop_off
555,65994,2023-02-05,Email,Desktop,Add to Cart,Home,31,drop_off
556,94320,2023-02-12,Email,Tablet,Landing Page,Home,204,progress
557,64568,2023-01-27,Mobile App,Mobile,Product View,Beauty,62,progress
558,34101,2023-02-18,Email,Desktop,Add to Cart,Fashion,219,progress
559,49418,2023-02-24,Mobile App,Mobile,Product View,Electronics,295,progress
560,83713,2023-01-27,Email,Tablet,Product View,Sports,268,progress
561,27575,2023-01-25,Mobile App,Mobile,Landing Page,Fashion,291,drop_off
562,53288,2023-02-11,Website,Mobile,Landing Page,Home,110,progress
563,22119,2023-02-04,Mobile App,Desktop,Product View,Home,16,progress
564,59436,2023-02-13,Website,Desktop,Add to Cart,Fashion,7,purchase
565,87015,2023-02-16,Mobile App,Mobile,Landing Page,Fashion,119,progress
566,53642,2023-01-20,Website,Desktop,Confirmation,Fashion,252,purchase
567,25376,2023-02-17,Email,Desktop,Checkout,Toys,153,progress
568,89220,2023-02-15,Mobile App,Mobile,Landing Page,Fashion,235,drop_off
569,82362,2023-01-21,Social Media,Mobile,Add to Cart,Beauty,42,progress
570,79946,2023-02-11,Social Media,Mobile,Landing Page,Home,296,progress
571,57139,2023-02-02,Email,Mobile,Landing Page,Electronics,70,progress
572,71537,2023-02-18,Social Media,Desktop,Landing Page,Home,253,progress
573,51015,2023-01-27,Website,Tablet,Landing Page,Fashion,184,progress
574,29126,2023-01-02,Social Media,Tablet,Payment,Sports,266,purchase
575,85909,2023-02-16,Email,Mobile,Product View,Fashion,105,progress
576,35715,2023-01-22,Mobile App,Mobile,Product View,Sports,53,progress
577,42208,2023-02-01,Social Media,Mobile,Checkout,Beauty,295,drop_off
578,94108,2023-02-17,Email,Mobile,Product View,Fashion,138,progress
579,56160,2023-01-11,Mobile App,Tablet,Landing Page,Sports,18,progress
580,74004,2023-01-12,Website,Tablet,Product View,Electronics,70,progress
581,19742,2023-02-22,Website,Desktop,Landing Page,Beauty,210,purchase
582,28021,2023-02-23,Mobile App,Desktop,Add to Cart,Toys,29,drop_off
583,29795,2023-01-01,Mobile App,Tablet,Product View,Beauty,293,drop_off
584,58916,2023-01-04,Email,Tablet,Product View,Beauty,114,drop_off
585,12061,2023-01-01,Email,Desktop,Checkout,Electronics,29,drop_off
586,79391,2023-02-16,Social Media,Tablet,Landing Page,Home,29,progress
587,12246,2023-02-02,Email,Desktop,Landing Page,Electronics,16,purchase
588,22624,2023-02-03,Mobile App,Desktop,Product View,Fashion,145,drop_off
589,91235,2023-02-03,Social Media,Mobile,Payment,Home,164,progress
590,62022,2023-01-06,Social Media,Mobile,Add to Cart,Beauty,64,progress
591,84055,2023-01-16,Mobile App,Mobile,Product View,Toys,9,drop_off
592,20566,2023-02-11,Website,Desktop,Product View,Beauty,134,progress
593,59710,2023-01-25,Email,Desktop,Checkout,Toys,60,progress
594,11238,2023-02-14,Mobile App,Desktop,Product View,Beauty,103,progress
595,66873,2023-02-11,Social Media,Tablet,Checkout,Electronics,267,drop_off
596,79226,2023-02-28,Website,Desktop,Landing Page,Fashion,264,progress
597,84289,2023-01-31,Social Media,Desktop,Landing Page,Electronics,105,progress
598,99709,2023-01-18,Website,Desktop,Landing Page,Home,128,drop_off
599,12052,2023-01-14,Mobile App,Tablet,Add to Cart,Beauty,120,progress
600,20084,2023-01-20,Mobile App,Tablet,Add to Cart,Fashion,11,drop_off
601,84277,2023-02-23,Email,Tablet,Product View,Sports,233,progress
602,53480,2023-01-25,Mobile App,Tablet,Confirmation,Toys,187,drop_off
603,20279,2023-02-02,Social Media,Desktop,Product View,Electronics,250,drop_off
604,67290,2023-01-15,Website,Mobile,Product View,Sports,69,progress
605,90460,2023-02-08,Email,Mobile,Checkout,Electronics,217,progress
606,93115,2023-01-18,Email,Mobile,Landing Page,Fashion,164,progress
607,56636,2023-02-05,Email,Mobile,Landing Page,Fashion,192,progress
608,99088,2023-02-07,Email,Desktop,Product View,Sports,260,progress
609,48715,2023-02-21,Mobile App,Tablet,Product View,Electronics,200,drop_off
610,20752,2023-01-18,Mobile App,Mobile,Landing Page,Toys,86,progress
611,93086,2023-01-10,Email,Mobile,Product View,Home,46,drop_off
612,23965,2023-01-06,Website,Mobile,Payment,Beauty,109,progress
613,57175,2023-02-18,Social Media,Desktop,Add to Cart,Fashion,133,drop_off
614,21442,2023-01-12,Email,Mobile,Landing Page,Sports,101,drop_off
615,82710,2023-02-02,Email,Desktop,Landing Page,Electronics,236,progress
616,21746,2023-01-23,Website,Tablet,Add to Cart,Sports,294,progress
617,52523,2023-02-25,Email,Desktop,Product View,Home,83,drop_off
618,64238,2023-01-25,Website,Tablet,Product View,Sports,177,progress
619,41816,2023-02-06,Mobile App,Tablet,Add to Cart,Beauty,91,drop_off
620,32216,2023-01-09,Social Media,Mobile,Landing Page,Home,91,progress
621,74634,2023-01-10,Website,Desktop,Landing Page,Beauty,156,progress
622,46170,2023-01-27,Social Media,Mobile,Product View,Electronics,236,progress
623,57333,2023-01-17,Mobile App,Tablet,Landing Page,Toys,143,purchase
624,74985,2023-02-08,Mobile App,Mobile,Payment,Electronics,32,drop_off
625,27758,2023-01-20,Website,Mobile,Product View,Home,265,progress
626,91289,2023-01-25,Social Media,Mobile,Checkout,Home,142,progress
627,66441,2023-02-22,Mobile App,Mobile,Landing Page,Home,224,drop_off
628,89064,2023-02-14,Mobile App,Mobile,Checkout,Home,53,progress
629,33283,2023-01-26,Social Media,Mobile,Landing Page,Toys,109,progress
630,92955,2023-02-01,Mobile App,Mobile,Product View,Beauty,194,drop_off
631,46739,2023-02-22,Email,Mobile,Landing Page,Electronics,168,progress
632,83905,2023-01-13,Mobile App,Tablet,Confirmation,Sports,273,purchase
633,13527,2023-02-16,Email,Tablet,Add to Cart,Fashion,292,drop_off
634,67469,2023-02-21,Social Media,Tablet,Landing Page,Electronics,14,progress
635,63627,2023-02-13,Email,Desktop,Payment,Toys,187,progress
636,49692,2023-01-16,Social Media,Tablet,Product View,Fashion,128,progress
637,65460,2023-02-20,Email,Desktop,Landing Page,Beauty,217,progress
638,88372,2023-01-31,Email,Tablet,Product View,Sports,117,progress
